Company,Model,Segment,Fuel,Power(HP),Torque(Nm),Displacement,Length,Width,Height,Wheelbase,Cargo Volume,Unladen Weight,Top Speed,Acceleration 0-62 Mph (0-100 kph),Combined mpg,Fuel capacity
MERCEDES BENZ,2019 Mercedes-Benz CLA Coupe,Entry Premium,Diesel,190.0,400.0,1950.0,184.6,78.7,56.7,107.4,16.2,3274.0,152.0,7.1,54.7,11.4
MERCEDES BENZ,MERCEDES BENZ GLC (X254) (2022-Present),Crossover,Mild Hybrid,204.0,320.0,1999.0,185.7,74.4,64.9,113.7,21.9,4079.0,137.0,7.8,32.2,16.4
MERCEDES BENZ,MERCEDES BENZ S-Class Maybach (X223) (2020-Present),Luxury,Gasoline,612.0,900.0,5980.0,215.3,75.6,59.4,133.7,17.5,5016.0,155.0,4.5,17.6,20.1
MERCEDES BENZ,MERCEDES BENZ S-Class Maybach (X223) (2020-Present),Luxury,Mild Hybrid,503.0,700.0,3982.0,215.3,75.6,59.4,133.7,17.8,4883.0,155.0,4.8,22.6,20.1
MERCEDES BENZ,MERCEDES BENZ V-Class (2019-Present),Large MPV,Diesel,230.0,500.0,1950.0,192.7,75.9,74.0,126.0,21.5,4674.0,133.0,8.5,36.2,15.1
MERCEDES BENZ,MERCEDES BENZ V-Class (2019-Present),Large MPV,Diesel,239.0,500.0,1950.0,192.7,75.9,74.0,126.0,21.5,4524.0,137.0,7.8,39.9,15.1
MERCEDES BENZ,MERCEDES BENZ SL 63 AMG (R231) (2016-Present),Coupe Cabrio,Gasoline,585.0,900.0,5461.0,182.3,73.9,51.8,101.8,12.9,4068.0,155.0,4.1,23.3,19.8
MERCEDES BENZ,MERCEDES BENZ E-Class T-Modell (S213) (2016-Present),Medium,Gasoline,183.0,300.0,1991.0,194.2,72.9,58.1,115.7,23.7,3759.0,144.0,8.1,35.6,13.2
MERCEDES BENZ,MERCEDES BENZ E-Class T-Modell (S213) (2016-Present),Medium,Gasoline,211.0,350.0,1991.0,194.2,72.9,58.1,115.7,23.7,3792.0,151.0,7.2,35.6,13.2
MERCEDES BENZ,MERCEDES BENZ E-Class T-Modell (S213) (2016-Present),Medium,Gasoline,333.0,480.0,3498.0,194.2,72.9,58.1,115.7,23.7,4211.0,155.0,5.4,28.7,13.2
MERCEDES BENZ,MERCEDES BENZ E-Class T-Modell (S213) (2016-Present),Medium,Diesel,150.0,360.0,1950.0,194.2,72.9,58.1,115.7,23.7,3880.0,135.0,8.7,51.1,13.2
MERCEDES BENZ,MERCEDES BENZ E-Class T-Modell (S213) (2016-Present),Medium,Diesel,195.0,400.0,1950.0,194.2,72.9,58.1,115.7,23.7,3924.0,146.0,7.7,51.1,13.2
MERCEDES BENZ,MERCEDES BENZ E-Class T-Modell (S213) (2016-Present),Medium,Diesel,258.0,620.0,2987.0,194.2,72.9,58.1,115.7,23.7,4167.0,155.0,6.0,40.6,13.2
MERCEDES BENZ,MERCEDES BENZ E-Class Coupe (C238) (2016-Present),Coupe,Gasoline,184.0,300.0,1991.0,190.0,73.2,56.3,113.1,15.0,3825.0,146.0,8.0,31.4,17.4
MERCEDES BENZ,MERCEDES BENZ E-Class Coupe (C238) (2016-Present),Coupe,Gasoline,184.0,300.0,1991.0,190.0,73.2,56.3,113.1,15.0,3649.0,149.0,7.8,33.1,17.4
MERCEDES BENZ,MERCEDES BENZ E-Class Coupe (C238) (2016-Present),Coupe,Gasoline,245.0,370.0,1991.0,190.0,73.2,56.3,113.1,15.0,3715.0,155.0,6.4,33.6,17.4
MERCEDES BENZ,MERCEDES BENZ E-Class Coupe (C238) (2016-Present),Coupe,Gasoline,333.0,480.0,2996.0,190.0,73.2,56.3,113.1,15.0,4068.0,155.0,5.3,28.0,17.4
MERCEDES BENZ,MERCEDES BENZ E-Class Coupe (C238) (2016-Present),Coupe,Diesel,194.0,400.0,1950.0,190.0,73.2,56.3,113.1,15.0,3979.0,149.0,7.6,44.4,17.4
MERCEDES BENZ,MERCEDES BENZ E-Class Coupe (C238) (2016-Present),Coupe,Diesel,194.0,400.0,1950.0,190.0,73.2,56.3,113.1,15.0,3825.0,150.0,7.4,51.1,17.4
MERCEDES BENZ,MERCEDES BENZ E-Class Coupe (C238) (2016-Present),Coupe,Diesel,258.0,620.0,2987.0,190.0,73.2,56.3,113.1,15.0,4167.0,155.0,6.0,37.3,17.4
MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Gasoline,231.0,300.0,2296.0,178.3,72.4,66.5,108.5,15.9,4034.5,130.6,7.6,23.1,15.6
MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Gasoline,231.0,300.0,2996.0,178.3,72.4,66.5,108.5,15.9,3042.0,130.0,7.6,23.0,15.6
MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Gasoline,306.0,370.0,3498.0,178.3,72.4,66.5,108.5,15.9,4068.0,148.0,6.5,27.0,15.6
MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,143.0,350.0,2143.0,178.3,72.4,66.5,108.5,15.9,4023.0,121.0,10.3,42.0,15.6
MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,143.0,350.0,2143.0,178.3,72.4,66.5,108.5,15.9,4061.0,118.0,10.8,39.2,15.6
MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,170.0,400.0,2143.0,178.3,72.4,66.5,108.5,15.9,4244.0,127.0,8.8,37.0,15.6
MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,170.0,400.0,2143.0,178.3,72.4,66.5,108.5,15.9,4244.0,127.0,8.8,37.0,15.6
MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,170.0,400.0,2143.0,178.3,72.4,66.5,108.5,15.9,4145.0,127.0,8.8,37.0,15.6
MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,143.0,350.0,2143.0,178.3,72.4,66.5,108.5,15.9,4023.0,121.0,10.3,42.0,15.6
MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,170.0,400.0,2143.0,178.3,72.4,66.5,108.5,15.9,4023.0,127.0,8.5,42.0,15.6
MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,143.0,350.0,2143.0,178.3,72.4,66.5,108.5,15.9,4068.0,118.0,10.8,39.0,15.6
MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,170.0,400.0,2143.0,178.3,72.4,66.5,108.5,15.9,4068.0,127.0,8.7,41.0,15.6
MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,204.0,400.0,2143.0,178.3,72.4,66.5,108.5,15.9,4244.0,127.0,8.8,37.0,15.6
MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,204.0,500.0,2143.0,178.3,72.4,66.5,108.5,15.9,4244.0,130.0,8.0,37.0,15.6
MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,224.0,540.0,2987.0,178.3,72.4,66.5,108.5,15.9,4144.7,124.3,7.5,29.8,15.6
MERCEDES BENZ,MERCEDES BENZ GLK-Klasse (X204) (2008-Present),Premium SUV,Diesel,265.0,620.0,2987.0,178.3,72.4,66.5,108.5,15.9,4244.0,144.0,6.4,34.0,15.6
MERCEDES BENZ,2014 Mercedes-Benz CLS63 AMG,Luxury,Gasoline,557.0,720.0,5461.0,194.4,74.1,55.8,113.1,18.4,4123.0,155.0,4.2,23.8,17.4
MERCEDES BENZ,2014 Mercedes-Benz CLS63 AMG,Luxury,Gasoline,557.0,720.0,5461.0,194.4,74.1,55.8,113.1,18.4,4288.0,155.0,3.7,22.6,17.4
MERCEDES BENZ,2014 Mercedes-Benz CLS63 AMG,Luxury,Gasoline,585.0,800.0,5461.0,194.4,74.1,55.8,113.1,18.4,4288.0,155.0,3.6,22.6,17.4
MERCEDES BENZ,MERCEDES BENZ C-Class Coupe (C205) (2016-Present),Coupe,Gasoline,156.0,250.0,1595.0,184.5,71.3,55.3,111.8,14.1,3252.0,140.0,8.5,40.6,17.4
MERCEDES BENZ,MERCEDES BENZ C-Class Coupe (C205) (2016-Present),Coupe,Gasoline,156.0,250.0,1595.0,184.5,71.3,55.3,111.8,14.1,3318.0,139.0,8.8,39.9,17.4
MERCEDES BENZ,MERCEDES BENZ C-Class Coupe (C205) (2016-Present),Coupe,Gasoline,184.0,300.0,1991.0,184.5,71.3,55.3,111.8,14.1,3318.0,147.0,7.7,39.9,17.4
MERCEDES BENZ,MERCEDES BENZ C-Class Coupe (C205) (2016-Present),Coupe,Gasoline,184.0,300.0,1991.0,184.5,71.3,55.3,111.8,14.1,3362.0,146.0,7.3,39.9,17.4
MERCEDES BENZ,MERCEDES BENZ C-Class Coupe (C205) (2016-Present),Coupe,Gasoline,184.0,300.0,1991.0,184.5,71.3,55.3,111.8,14.1,3516.0,142.0,7.5,33.1,17.4
MERCEDES BENZ,MERCEDES BENZ C-Class Coupe (C205) (2016-Present),Coupe,Gasoline,211.0,350.0,1991.0,184.5,71.3,55.3,111.8,14.1,3395.0,155.0,6.8,39.9,17.4
MERCEDES BENZ,MERCEDES BENZ C-Class Coupe (C205) (2016-Present),Coupe,Gasoline,245.0,370.0,1991.0,184.5,71.3,55.3,111.8,14.1,3450.0,155.0,6.0,34.6,17.4
MERCEDES BENZ,MERCEDES BENZ C-Class Coupe (C205) (2016-Present),Coupe,Gasoline,333.0,480.0,2996.0,184.5,71.3,55.3,111.8,14.1,3693.0,155.0,4.9,29.4,17.4
MERCEDES BENZ,MERCEDES BENZ C-Class Coupe (C205) (2016-Present),Coupe,Diesel,170.0,400.0,2143.0,184.5,71.3,55.3,111.8,14.1,3538.0,145.0,7.8,53.5,17.4
MERCEDES BENZ,MERCEDES BENZ C-Class Coupe (C205) (2016-Present),Coupe,Diesel,170.0,400.0,2143.0,184.5,71.3,55.3,111.8,14.1,3560.0,145.0,7.5,54.7,17.4
MERCEDES BENZ,MERCEDES BENZ C-Class Coupe (C205) (2016-Present),Coupe,Diesel,170.0,400.0,2143.0,184.5,71.3,55.3,111.8,14.1,3682.0,143.0,7.6,47.0,17.4
MERCEDES BENZ,MERCEDES BENZ C-Class Coupe (C205) (2016-Present),Coupe,Diesel,204.0,500.0,2143.0,184.5,71.3,55.3,111.8,14.1,3627.0,153.0,6.7,53.5,17.4
MERCEDES BENZ,MERCEDES BENZ C-Class Coupe (C205) (2016-Present),Coupe,Diesel,204.0,500.0,2143.0,184.5,71.3,55.3,111.8,14.1,3715.0,149.0,6.9,47.0,17.4
MERCEDES BENZ,MERCEDES BENZ A-Class Sedan (V177) (2018-Present),Compact,Gasoline,136.0,200.0,1332.0,179.1,70.7,56.9,107.4,14.8,2844.0,134.0,9.3,45.2,11.4
MERCEDES BENZ,MERCEDES BENZ A-Class Sedan (V177) (2018-Present),Compact,Gasoline,163.0,249.0,1332.0,179.1,70.7,56.9,107.4,14.8,3075.0,140.0,8.6,40.6,11.4
MERCEDES BENZ,MERCEDES BENZ A-Class Sedan (V177) (2018-Present),Compact,Gasoline,163.0,249.0,1332.0,179.1,70.7,56.9,107.4,14.8,2844.0,143.0,8.3,41.3,11.4
MERCEDES BENZ,MERCEDES BENZ A-Class Sedan (V177) (2018-Present),Compact,Gasoline,163.0,249.0,1289.0,179.1,70.7,56.9,107.4,14.8,3053.0,143.0,8.1,45.2,11.4
MERCEDES BENZ,MERCEDES BENZ A-Class Sedan (V177) (2018-Present),Compact,Gasoline,190.0,300.0,1991.0,179.1,70.7,56.9,107.4,14.8,3186.0,147.0,7.0,36.2,13.5
MERCEDES BENZ,MERCEDES BENZ A-Class Sedan (V177) (2018-Present),Compact,Gasoline,224.0,350.0,1991.0,179.1,70.7,56.9,107.4,14.8,3197.0,155.0,6.3,30.2,13.5
MERCEDES BENZ,MERCEDES BENZ A-Class Sedan (V177) (2018-Present),Compact,Diesel,163.0,260.0,1461.0,179.1,70.7,56.9,107.4,14.8,3042.0,126.0,10.6,57.4,11.4
MERCEDES BENZ,MERCEDES BENZ A-Class Sedan (V177) (2018-Present),Compact,Diesel,150.0,320.0,1950.0,179.1,70.7,56.9,107.4,14.8,3318.0,141.0,8.4,48.0,11.4
MERCEDES BENZ,MERCEDES BENZ A-Class Sedan (V177) (2018-Present),Compact,Diesel,150.0,320.0,1950.0,179.1,70.7,56.9,107.4,14.8,3097.0,141.0,8.7,51.1,11.4
MERCEDES BENZ,MERCEDES BENZ A-Class Sedan (V177) (2018-Present),Compact,Diesel,190.0,400.0,1950.0,179.1,70.7,56.9,107.4,14.8,3351.0,149.0,6.9,42.8,13.5
MERCEDES BENZ,MERCEDES BENZ A-Class Sedan (V177) (2018-Present),Compact,Diesel,190.0,400.0,1950.0,179.1,70.7,56.9,107.4,14.8,3230.0,153.0,7.0,42.8,13.5
MERCEDES BENZ,MERCEDES BENZ C-Class (A205) (2018-Present),Coupe Cabrio,Gasoline,156.0,250.0,1595.0,184.5,71.3,55.5,111.8,4.1,3472.0,137.0,8.9,36.2,13.2
MERCEDES BENZ,MERCEDES BENZ C-Class (A205) (2018-Present),Coupe Cabrio,Gasoline,333.0,480.0,2996.0,184.5,71.3,55.5,111.8,4.1,3935.0,155.0,5.2,28.7,17.4
MERCEDES BENZ,MERCEDES BENZ C-Class (A205) (2018-Present),Coupe Cabrio,Diesel,245.0,500.0,1950.0,184.5,71.3,55.5,111.8,4.1,3847.0,155.0,6.3,45.2,13.2
MERCEDES BENZ,MERCEDES BENZ C-Class All-Terrain (2021-Present),Compact,Gasoline,204.0,300.0,1496.0,187.2,71.7,58.8,112.8,17.3,3792.0,144.0,7.5,30.9,13.2
MERCEDES BENZ,MERCEDES BENZ C-Class All-Terrain (2021-Present),Compact,Diesel,200.0,440.0,1993.0,187.2,71.7,58.8,112.8,17.3,4134.0,144.0,7.8,42.0,10.6
MERCEDES BENZ,MERCEDES BENZ SLC-Class (R172) (2016-Present),Coupe Cabrio,Gasoline,156.0,250.0,1595.0,162.7,71.3,51.2,95.7,10.1,3164.0,140.0,7.9,42.0,15.9
MERCEDES BENZ,MERCEDES BENZ SLC-Class (R172) (2016-Present),Coupe Cabrio,Gasoline,156.0,250.0,1595.0,162.7,71.3,51.2,95.7,10.1,3219.0,139.0,8.1,42.0,15.9
MERCEDES BENZ,MERCEDES BENZ SLC-Class (R172) (2016-Present),Coupe Cabrio,Gasoline,183.0,300.0,1991.0,162.7,71.3,51.2,95.7,10.1,3208.0,149.0,7.0,38.6,15.9
MERCEDES BENZ,MERCEDES BENZ SLC-Class (R172) (2016-Present),Coupe Cabrio,Gasoline,183.0,300.0,1991.0,162.7,71.3,51.2,95.7,10.1,3263.0,147.0,6.9,41.3,15.9
MERCEDES BENZ,MERCEDES BENZ SLC-Class (R172) (2016-Present),Coupe Cabrio,Gasoline,245.0,370.0,1991.0,162.7,71.3,51.2,95.7,10.1,3318.0,155.0,5.8,37.9,15.9
MERCEDES BENZ,MERCEDES BENZ SLC-Class (R172) (2016-Present),Coupe Cabrio,Diesel,204.0,500.0,2143.0,162.7,71.3,51.2,95.7,10.1,3538.0,152.0,6.6,50.0,15.9
MERCEDES BENZ,MERCEDES BENZ T-Class (2022-Present),Upper Premium,Gasoline,102.0,200.0,1332.0,177.1,73.2,71.3,106.9,18.4,3265.0,104.0,14.7,35.1,14.3
MERCEDES BENZ,MERCEDES BENZ T-Class (2022-Present),Upper Premium,Gasoline,131.0,240.0,1332.0,177.1,73.2,71.3,106.9,18.4,3265.0,114.0,11.6,35.1,14.3
MERCEDES BENZ,MERCEDES BENZ T-Class (2022-Present),Upper Premium,Gasoline,131.0,240.0,1332.0,177.1,73.2,71.3,106.9,18.4,3377.0,114.0,11.6,35.6,14.3
MERCEDES BENZ,MERCEDES BENZ T-Class (2022-Present),Upper Premium,Diesel,95.0,260.0,1461.0,177.1,73.2,71.3,106.9,18.4,3441.0,102.0,15.1,44.4,14.3
MERCEDES BENZ,MERCEDES BENZ T-Class (2022-Present),Upper Premium,Diesel,95.0,260.0,1461.0,177.1,73.2,71.3,106.9,18.4,3534.0,103.0,15.3,42.8,14.3
MERCEDES BENZ,MERCEDES BENZ T-Class (2022-Present),Upper Premium,Diesel,116.0,270.0,1461.0,177.1,73.2,71.3,106.9,18.4,3446.0,109.0,13.6,42.0,14.3
MERCEDES BENZ,MERCEDES BENZ T-Class (2022-Present),Upper Premium,Diesel,116.0,270.0,1461.0,177.1,73.2,71.3,106.9,18.4,3534.0,109.0,13.2,42.8,14.3
Mercedes-AMG,2024 Mercedes-AMG GT Coupe,Coupe,Gasoline,585.0,800.0,3982.0,185.9,78.1,53.3,106.3,11.3,4343.0,196.0,3.2,16.7,18.5
Mercedes-AMG,2017 Mercedes-AMG GLS 63,Premium SUV,Gasoline,585.0,760.0,5461.0,202.0,76.1,72.8,121.1,24.0,5688.0,155.0,4.6,19.1,26.4
Mercedes-AMG,Mercedes-AMG C43 (2022-Present),Compact,Gasoline,408.0,500.0,1991.0,188.6,71.8,57.1,112.8,16.1,3891.0,155.0,4.6,26.1,13.2
Mercedes-AMG,Mercedes-AMG C43 AMG Estate (2022-Present),Compact,Gasoline,408.0,500.0,1991.0,188.6,71.8,57.7,112.8,17.3,3990.0,155.0,4.7,25.6,13.2
Mercedes-AMG,Mercedes-AMG SL-Class AMG (2021-Present),Coupe Cabrio,Gasoline,476.0,700.0,3982.0,185.2,75.4,53.3,106.3,7.5,4299.0,183.0,3.9,18.5,18.5
Mercedes-AMG,Mercedes-AMG SL-Class AMG (2021-Present),Coupe Cabrio,Gasoline,585.0,800.0,3982.0,185.2,75.4,53.3,106.3,7.5,4343.0,196.0,3.6,18.5,18.5
Mercedes-AMG,Mercedes-AMG SL-Class AMG (2021-Present),Coupe Cabrio,Mild Hybrid,381.0,480.0,1991.0,185.2,75.4,53.3,106.3,7.5,3990.0,171.0,4.9,26.4,18.5
MG,MG MG3 (2013-Present),Small,Gasoline,106.0,137.0,1498.0,158.1,68.0,59.8,99.2,10.1,2535.0,108.0,10.9,40.6,11.9
MINI,2021 Mini Countryman,Crossover,Gasoline,136.0,220.0,1499.0,169.2,71.7,61.3,105.1,15.9,3318.0,127.0,9.7,42.0,13.5
MINI,2021 Mini Countryman,Crossover,Gasoline,136.0,220.0,1499.0,169.2,71.7,61.3,105.1,15.9,3318.0,127.0,9.7,42.0,13.5
MINI,2021 Mini Countryman,Crossover,Gasoline,136.0,220.0,1499.0,169.2,71.7,61.3,105.1,15.9,3483.0,126.0,10.1,38.6,13.5
MINI,2021 Mini Countryman,Crossover,Gasoline,178.0,280.0,1998.0,169.2,71.7,61.3,105.1,15.9,3395.0,140.0,7.5,36.2,13.5
MINI,2021 Mini Countryman,Crossover,Gasoline,178.0,280.0,1998.0,169.2,71.7,61.3,105.1,15.9,3428.0,140.0,7.4,39.2,13.5
MINI,2021 Mini Countryman,Crossover,Gasoline,178.0,280.0,1998.0,169.2,71.7,61.3,105.1,15.9,3627.0,140.0,7.3,36.2,13.5
MINI,2021 Mini Countryman,Crossover,Gasoline,306.0,450.0,1995.0,169.2,71.7,61.3,105.1,15.9,3627.0,140.0,5.1,32.2,13.5
MINI,2021 Mini Countryman,Crossover,Diesel,150.0,350.0,1995.0,169.2,71.7,61.3,105.1,15.9,3417.0,133.0,9.1,53.5,13.5
MINI,2021 Mini Countryman,Crossover,Diesel,150.0,350.0,1995.0,169.2,71.7,61.3,105.1,15.9,3494.0,132.0,9.1,53.5,13.5
MINI,2021 Mini Countryman,Crossover,Diesel,150.0,350.0,1995.0,169.2,71.7,61.3,105.1,15.9,3627.0,131.0,9.0,49.0,13.5
MINI,2021 Mini Countryman,Crossover,Diesel,190.0,400.0,1995.0,169.2,71.7,61.3,105.1,15.9,3549.0,140.0,7.9,52.3,13.5
MINI,2021 Mini Countryman,Crossover,Diesel,190.0,400.0,1995.0,169.2,71.7,61.3,105.1,15.9,3693.0,139.0,7.6,49.0,13.5
MINI,2021 Mini Countryman,Crossover,Diesel,116.0,270.0,1496.0,169.2,71.7,61.3,105.1,15.9,3340.0,119.0,11.2,53.5,13.5
MINI,2021 Mini Countryman,Crossover,Diesel,116.0,270.0,1496.0,169.2,71.7,61.3,105.1,15.9,3395.0,119.0,11.2,54.7,13.5
MINI,2021 Mini Countryman,Crossover,Hybrid,125.0,200.0,1499.0,169.2,71.7,61.3,105.1,14.3,3946.0,122.0,6.8,117.6,9.5
MINI,MINI Mini Cooper 3-door (2021-Present),Compact,Gasoline,306.0,320.0,1499.0,152.1,68.0,55.7,98.2,7.5,2546.0,120.0,6.1,43.6,10.6
MINI,MINI Mini Cooper 3-door (2021-Present),Compact,Gasoline,75.0,160.0,1499.0,152.1,68.0,55.7,98.2,7.5,2546.0,120.0,10.3,44.4,10.6
MINI,MINI Mini Cooper 3-door (2021-Present),Compact,Gasoline,136.0,160.0,1499.0,152.1,68.0,55.7,98.2,7.5,2546.0,120.0,8.2,43.6,10.6
MINI,MINI Mini Cooper 3-door (2021-Present),Compact,Gasoline,231.0,320.0,1499.0,152.1,68.0,55.7,98.2,7.5,2546.0,120.0,6.3,43.6,10.6
MINI,MINI Mini Cooper 3-door (2021-Present),Compact,Gasoline,231.0,320.0,1499.0,152.1,68.0,55.7,98.2,7.5,2546.0,120.0,6.1,43.6,10.6
MINI,MINI Mini Cooper 3-door (2021-Present),Compact,Gasoline,306.0,320.0,1499.0,152.1,68.0,55.7,98.2,7.5,2546.0,120.0,6.1,43.6,10.6
MINI,MINI Clubman (2019-Present),Compact,Gasoline,102.0,180.0,1499.0,167.4,70.9,56.7,105.1,12.7,2976.0,115.0,11.3,42.0,12.7
MINI,MINI Clubman (2019-Present),Compact,Diesel,150.0,329.0,1995.0,167.4,70.9,56.7,105.1,12.7,2976.0,132.0,8.6,54.7,12.7
MITSUBISHI,2023 Mitsubishi ASX,Crossover,Gasoline,91.0,160.0,999.0,166.4,70.7,62.4,103.9,13.4,2776.0,104.0,14.0,41.3,12.7
MITSUBISHI,2023 Mitsubishi ASX,Crossover,Mild Hybrid,140.0,260.0,1333.0,166.4,70.7,62.4,103.9,13.4,2919.0,122.0,10.3,41.3,12.7
MITSUBISHI,2023 Mitsubishi ASX,Crossover,Mild Hybrid,158.0,270.0,1333.0,166.4,70.7,62.4,103.9,13.4,2921.0,127.0,8.5,39.9,12.7
MITSUBISHI,2020 Mitsubishi ASX,Crossover,Gasoline,150.0,195.0,1998.0,171.9,69.7,64.6,105.1,14.3,3252.0,118.0,11.7,36.2,16.6
MITSUBISHI,MITSUBISHI Lancer Sportback (2008-Present),Compact,Gasoline,117.0,155.0,1590.0,180.5,69.3,59.6,103.7,10.2,2866.0,117.0,11.1,39.9,15.6
MITSUBISHI,MITSUBISHI Lancer Sportback (2008-Present),Compact,Gasoline,140.0,176.0,1798.0,180.5,69.3,59.6,103.7,10.2,2998.0,122.0,10.4,33.1,15.6
MITSUBISHI,MITSUBISHI Lancer Sportback (2008-Present),Compact,Gasoline,140.0,176.0,1798.0,180.5,69.3,59.6,103.7,10.2,3109.0,114.0,12.2,32.7,15.6
MITSUBISHI,MITSUBISHI Lancer Sportback (2008-Present),Compact,Diesel,150.0,300.0,1798.0,180.5,69.3,59.6,103.7,10.2,3263.0,127.0,10.1,43.6,15.6
MITSUBISHI,MITSUBISHI Space Star (2013-Present),Mini,Gasoline,71.0,88.0,999.0,146.1,65.6,58.7,96.5,8.3,1863.0,107.0,13.6,56.0,9.2
MITSUBISHI,MITSUBISHI Space Star (2013-Present),Mini,Gasoline,71.0,88.0,999.0,146.1,65.6,58.7,96.5,8.3,1863.0,107.0,13.6,58.8,9.2
MITSUBISHI,MITSUBISHI Space Star (2013-Present),Mini,Gasoline,80.0,106.0,1193.0,146.1,65.6,58.7,96.5,8.3,1863.0,112.0,11.7,54.7,9.2
MITSUBISHI,MITSUBISHI Space Star (2013-Present),Mini,Gasoline,80.0,106.0,1193.0,146.1,65.6,58.7,96.5,8.3,1907.0,107.0,12.8,53.5,9.2
NISSAN,NISSAN X-Trail (2022-Present),Crossover,Hybrid Gasoline,158.0,250.0,1497.0,184.3,81.3,67.9,106.5,20.7,3920.0,106.0,8.0,40.6,14.5
NISSAN,NISSAN X-Trail (2022-Present),Crossover,Mild Hybrid,1463.0,300.0,1497.0,184.3,81.3,67.9,106.5,20.7,3503.0,124.0,9.6,33.1,14.5
NISSAN,NISSAN X-Trail (2022-Present),Crossover,Mild Hybrid,1463.0,300.0,1497.0,184.3,81.3,67.9,106.5,17.1,3616.0,124.0,9.6,33.1,14.5
NISSAN,NISSAN Juke (2019-Present),Crossover,Gasoline,114.0,200.0,999.0,165.7,70.9,62.8,103.8,14.9,2617.0,112.0,10.7,47.0,12.2
NISSAN,NISSAN Juke (2019-Present),Crossover,Gasoline,114.0,200.0,999.0,165.7,70.9,62.8,103.8,14.9,2670.0,112.0,11.8,47.0,12.2
NISSAN,NISSAN Patrol (2014-Present),Large SUV,Gasoline,321.0,527.0,5552.0,202.4,78.5,76.4,121.1,19.4,5754.0,134.0,7.9,12.4,37.0
NISSAN,NISSAN Patrol (2014-Present),Large SUV,Gasoline,321.0,527.0,5552.0,202.4,78.5,76.4,121.1,19.4,5732.0,137.0,7.0,10.2,37.0
NISSAN,NISSAN 370z Nismo (2014-Present),Coupe,Gasoline,344.0,371.0,3696.0,173.6,73.6,51.6,100.4,8.3,3307.0,155.0,5.2,22.2,19.0
NISSAN,NISSAN 370z Nismo (2014-Present),Coupe,Gasoline,344.0,371.0,3696.0,173.6,73.6,51.6,100.4,8.3,3430.0,155.0,5.2,21.0,19.0
NISSAN,NISSAN Pulsar (2014-Present),Compact,Gasoline,114.0,165.0,1197.0,172.7,69.6,59.8,106.3,13.6,2773.0,118.0,10.7,47.0,12.2
NISSAN,NISSAN Pulsar (2014-Present),Compact,Gasoline,114.0,165.0,1197.0,172.7,69.6,59.8,106.3,13.6,2657.0,115.0,12.7,46.1,12.2
NISSAN,NISSAN Pulsar (2014-Present),Compact,Gasoline,190.0,240.0,1618.0,172.7,69.6,59.8,106.3,13.6,2881.0,135.0,7.7,39.9,12.2
NISSAN,NISSAN Pulsar (2014-Present),Compact,Diesel,110.0,260.0,1461.0,172.7,69.6,59.8,106.3,13.6,2881.0,118.0,11.5,65.3,12.2
NISSAN,NISSAN Primera Sedan (2002-Present),Compact,Gasoline,109.0,144.0,1596.0,179.9,69.3,58.3,105.5,15.9,2782.2,118.1,12.6,32.7,16.4
NISSAN,NISSAN Primera Sedan (2002-Present),Compact,Gasoline,116.0,163.0,1769.0,179.9,69.3,58.3,105.5,15.9,2795.5,121.0,11.9,31.8,16.4
NISSAN,NISSAN Primera Sedan (2002-Present),Compact,Gasoline,140.0,193.0,1998.0,179.9,69.3,58.3,105.5,15.9,2899.1,124.0,9.6,27.0,16.4
NISSAN,NISSAN Primera Sedan (2002-Present),Compact,Diesel,120.0,270.0,1870.0,179.9,69.3,58.3,105.5,15.9,3060.0,121.0,10.8,41.3,16.4
NISSAN,NISSAN Primera Sedan (2002-Present),Compact,Diesel,139.0,315.0,2184.0,179.9,69.3,58.3,105.5,15.9,3084.3,126.0,9.8,38.5,16.4
NISSAN,NISSAN Primera Sedan (2002-Present),Compact,Diesel,126.0,280.0,2184.0,179.9,69.3,58.3,105.5,15.9,3073.2,121.2,10.9,39.9,16.4
