ID,Company,Model,Segment,Fuel,Power(HP),Torque(Nm),Displacement,Length,Width,Height,Wheelbase,Cargo Volume,Unladen Weight,Top Speed,Acceleration 0-62 Mph (0-100 kph),Combined mpg,Fuel capacity,Partition
1029,NISSAN,2013 Nissan Juke Nismo,Crossover,Gasoline,218.0,280.0,1618.0,164.0,69.7,61.6,99.6,8.9,2701.0,137.0,7.0,33.6,13.2,Test
1030,MERCEDES BENZ,MERCEDES BENZ GLC (X254) (2022-Present),Crossover,Mild Hybrid,204.0,320.0,1999.0,185.7,74.4,64.9,113.7,21.9,4079.0,137.0,7.8,32.2,16.4,Test
1031,DS AUTOMOBILES,2018 Citroen DS 3 Crossback,Crossover,Diesel,130.0,300.0,1499.0,162.1,70.5,60.4,100.7,12.4,2657.0,121.0,9.9,49.0,10.8,Test
1032,RENAULT,2020 Renault Arkana,Crossover,Gasoline,114.0,156.0,1598.0,178.9,80.6,62.0,107.1,17.9,3038.0,112.0,13.3,33.6,13.2,Test
1033,BMW,BMW X1 (2022-Present),Crossover,Gasoline,300.0,400.0,1998.0,177.4,72.6,63.9,106.0,19.1,3671.0,155.0,5.4,27.7,14.3,Test
1034,MAZDA,2015 Mazda MX-5/Miata (ND),Roadster & Convertible,Gasoline,157.0,201.0,1998.0,154.1,68.3,48.2,90.9,4.6,2381.0,129.0,7.3,30.0,11.9,Antrenament
1035,BMW,BMW 2 Series Convertible (F23) LCI (2017-Present),Roadster & Convertible,Gasoline,184.0,270.0,1998.0,174.5,69.8,55.6,105.9,9.9,3560.0,140.0,7.7,40.6,13.7,Antrenament
1036,FIAT,FIAT 124 Spider (2016-Present),Roadster & Convertible,Gasoline,140.0,240.0,1368.0,159.6,68.5,48.5,90.9,4.9,2480.0,134.0,7.5,30.0,11.9,Antrenament
1037,PORSCHE,2019 Porsche 718 Spyder,Roadster & Convertible,Gasoline,420.0,420.0,3995.0,174.4,78.5,49.5,97.8,4.2,3131.0,187.0,4.4,21.6,16.9,Antrenament
1038,BMW,BMW 2 Series Convertible (F23) LCI (2017-Present),Roadster & Convertible,Gasoline,340.0,500.0,2998.0,174.5,69.8,55.6,105.9,9.9,3880.0,155.0,4.6,30.2,13.7,Antrenament
1039,BMW,BMW 2 Series Convertible (F23) LCI (2017-Present),Roadster & Convertible,Gasoline,136.0,220.0,1499.0,174.5,69.8,55.6,105.9,9.9,3516.0,127.0,9.6,44.4,13.7,Antrenament
1040,BMW,BMW 2 Series Convertible (F23) LCI (2017-Present),Roadster & Convertible,Diesel,190.0,400.0,1995.0,174.5,69.8,55.6,105.9,9.9,3560.0,140.0,7.5,53.5,13.7,Antrenament
1041,PORSCHE,PORSCHE 718 Boxster S (982) (2016-Present),Roadster & Convertible,Gasoline,350.0,420.0,2497.0,172.4,70.9,50.4,97.4,9.7,2987.0,177.0,4.6,29.0,14.3,Antrenament
1042,MAZDA,2015 Mazda MX-5/Miata (ND),Roadster & Convertible,Gasoline,160.0,200.0,1998.0,154.1,68.3,48.2,90.9,4.6,2370.0,133.0,7.3,34.1,11.9,Antrenament
1043,BMW,BMW 2 Series Convertible (F23) LCI (2017-Present),Roadster & Convertible,Diesel,150.0,320.0,1995.0,174.5,69.8,55.6,105.9,9.9,3527.0,129.0,8.9,54.7,13.7,Antrenament
1044,BMW,BMW 2 Series Convertible (F23) LCI (2017-Present),Roadster & Convertible,Diesel,190.0,400.0,1995.0,174.5,69.8,55.6,105.9,9.9,3605.0,140.0,7.4,57.4,13.7,Antrenament
1045,BMW,BMW 2 Series Convertible (F23) LCI (2017-Present),Roadster & Convertible,Gasoline,340.0,500.0,2998.0,174.5,69.8,55.6,105.9,9.9,3770.0,155.0,4.7,31.8,13.7,Antrenament
1046,MAZDA,2015 Mazda MX-5/Miata (ND),Roadster & Convertible,Gasoline,131.0,150.0,1496.0,154.1,68.3,48.2,90.9,4.6,2315.0,127.0,8.3,39.2,11.9,Antrenament
1047,PORSCHE,PORSCHE 911 Carrera Cabrio (992) (2019-Present),Roadster & Convertible,Gasoline,385.0,450.0,2981.0,177.9,79.7,51.1,96.5,4.6,3454.0,182.0,4.0,20.0,16.9,Antrenament
1048,FIAT,FIAT 124 Spider (2016-Present),Roadster & Convertible,Gasoline,140.0,240.0,1368.0,159.6,68.5,48.5,90.9,4.9,2480.0,133.0,7.6,35.6,11.9,Antrenament
1049,AUDI,AUDI S5 Cabriolet (2020-Present),Roadster & Convertible,Gasoline,354.0,500.0,2995.0,185.2,72.7,54.4,108.9,13.2,4222.0,155.0,4.9,28.7,15.3,Antrenament
1050,BMW,BMW M8 Convertible (2022-Present),Roadster & Convertible,Gasoline,625.0,750.0,4395.0,191.6,75.1,53.3,111.3,12.4,4464.0,155.0,3.3,20.3,18.0,Antrenament
1051,BMW,BMW 2 Series Convertible (F23) LCI (2017-Present),Roadster & Convertible,Diesel,224.0,450.0,1995.0,174.5,69.8,55.6,105.9,9.9,3649.0,146.0,6.4,51.1,13.7,Antrenament
1052,PORSCHE,PORSCHE 718 Boxster S (982) (2016-Present),Roadster & Convertible,Gasoline,350.0,420.0,2497.0,172.4,70.9,50.4,97.4,9.7,3053.0,177.0,4.4,32.2,14.3,Test
1053,MAZDA,2015 Mazda MX-5/Miata (ND),Roadster & Convertible,Gasoline,157.0,201.0,1998.0,154.1,68.3,48.2,90.9,4.6,2332.0,129.0,7.3,30.0,11.9,Test
1054,BMW,BMW 2 Series Convertible (F23) LCI (2017-Present),Roadster & Convertible,Gasoline,340.0,500.0,2998.0,174.5,69.8,55.6,105.9,9.9,3737.0,155.0,4.9,28.3,13.7,Test
1055,BMW,BMW 2 Series Convertible (F23) LCI (2017-Present),Roadster & Convertible,Diesel,150.0,320.0,1995.0,174.5,69.8,55.6,105.9,9.9,3560.0,127.0,8.7,57.4,13.7,Test
1056,BMW,BMW 2 Series Convertible (F23) LCI (2017-Present),Roadster & Convertible,Gasoline,136.0,220.0,1499.0,174.5,69.8,55.6,105.9,9.9,3472.0,129.0,9.4,42.8,13.7,Test
1057,BMW,BMW Z4 (G29) (2018-Present),Roadster & Convertible,Gasoline,258.0,400.0,1998.0,170.2,73.4,51.3,97.2,9.9,3263.0,155.0,5.4,38.6,13.7,Test
1058,BENTLEY,BENTLEY Continental GTC (2018-Present),Roadster & Convertible,Gasoline,635.0,900.0,5950.0,190.9,86.1,55.1,112.2,12.6,5322.0,207.0,3.8,17.3,23.8,Test
1059,BMW,BMW Z4 (G29) (2018-Present),Roadster & Convertible,Gasoline,197.0,320.0,1994.0,170.2,73.4,51.3,97.2,9.9,3263.0,149.0,6.6,38.6,13.7,Test
1060,BMW,BMW 2 Series Convertible (F23) LCI (2017-Present),Roadster & Convertible,Gasoline,252.0,350.0,1998.0,174.5,69.8,55.6,105.9,9.9,3638.0,155.0,5.9,39.2,13.7,Test
1061,AUDI,AUDI R8 Spyder (2018-Present),Roadster & Convertible,Gasoline,570.0,560.0,5204.0,174.4,80.2,48.9,104.3,4.0,3858.0,200.0,3.5,18.1,21.9,Test
1062,BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Mild Hybrid Diesel,190.0,400.0,1995.0,185.6,71.9,56.7,112.2,17.0,3594.0,142.0,7.2,40.6,10.6,Antrenament
1063,BMW,BMW 3 Series Gran Turismo LCI (F34) (2016-Present),Medium Premium,Gasoline,184.0,290.0,1998.0,189.9,72.0,59.4,115.0,18.4,3660.0,141.0,8.1,33.1,15.9,Antrenament
1064,BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Hybrid Gasoline,184.0,300.0,1998.0,185.6,71.9,56.7,112.2,17.7,4023.0,143.0,5.9,123.8,10.6,Antrenament
1065,AUDI,AUDI A6 Avant (C8) (2018-Present),Medium Premium,Diesel,204.0,400.0,1968.0,194.4,83.1,58.8,115.1,20.0,3902.0,150.0,7.8,51.1,16.6,Antrenament
1066,BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Mild Hybrid Diesel,340.0,700.0,2993.0,185.6,71.9,56.7,112.2,17.0,3968.0,155.0,4.6,36.8,15.6,Antrenament
1067,LEXUS,2022 Lexus ES,Medium Premium,Gasoline,306.2,362.0,3456.0,195.9,73.4,56.9,113.0,13.9,3649.0,131.0,6.6,23.8,15.9,Antrenament
1068,AUDI,2023 Audi RS7 Sportback,Medium Premium,Mild Hybrid,600.0,800.0,3996.0,197.2,76.8,56.1,115.4,18.9,4553.0,155.0,3.6,19.3,19.3,Antrenament
1069,BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Gasoline,245.0,400.0,1998.0,185.6,71.9,56.7,112.2,17.0,3516.0,155.0,5.7,30.2,15.6,Antrenament
1070,BMW,BMW 3 Series Gran Turismo LCI (F34) (2016-Present),Medium Premium,Diesel,150.0,320.0,1995.0,189.9,72.0,59.4,115.0,18.4,3461.0,130.0,9.3,50.0,15.9,Antrenament
1071,LEXUS,2022 Lexus ES,Medium Premium,Gasoline,203.0,249.0,2487.0,195.9,73.4,56.9,113.0,13.9,3781.0,131.0,8.6,28.0,15.9,Antrenament
1072,BMW,BMW 3 Series Gran Turismo LCI (F34) (2016-Present),Medium Premium,Diesel,150.0,320.0,1995.0,189.9,72.0,59.4,115.0,18.4,3461.0,130.0,9.2,52.3,15.9,Antrenament
1073,BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Gasoline,245.0,400.0,1998.0,185.6,71.9,56.7,112.2,17.7,3527.0,155.0,6.1,30.9,15.6,Antrenament
1074,AUDI,AUDI A6 Avant (C8) (2018-Present),Medium Premium,Diesel,286.0,620.0,2967.0,194.4,83.1,58.8,115.1,20.0,4167.0,155.0,5.7,41.3,16.6,Antrenament
1075,BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Hybrid Gasoline,163.0,300.0,1998.0,185.6,71.9,56.7,112.2,17.7,4145.0,136.0,8.2,123.8,10.6,Antrenament
1076,BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Hybrid Gasoline,184.0,300.0,1998.0,185.6,71.9,56.7,112.2,17.0,3902.0,143.0,5.8,130.7,10.6,Antrenament
1077,BMW,BMW 3 Series Gran Turismo LCI (F34) (2016-Present),Medium Premium,Diesel,190.0,400.0,1995.0,189.9,72.0,59.4,115.0,18.4,3483.0,143.0,7.8,49.0,15.9,Antrenament
1078,BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Gasoline,184.0,300.0,1998.0,185.6,71.9,56.7,112.2,17.0,3340.0,146.0,7.4,32.7,15.6,Antrenament
1079,BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Mild Hybrid Diesel,340.0,700.0,2993.0,185.6,71.9,56.7,112.2,17.7,4123.0,155.0,4.7,35.6,15.6,Antrenament
1080,BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Hybrid Gasoline,184.0,300.0,1998.0,185.6,71.9,56.7,112.2,17.0,4023.0,143.0,5.8,130.7,10.6,Antrenament
1081,BMW,BMW 3 Series Gran Turismo LCI (F34) (2016-Present),Medium Premium,Diesel,190.0,400.0,1995.0,189.9,72.0,59.4,115.0,18.4,3516.0,140.0,7.7,51.1,15.9,Antrenament
1082,BMW,BMW 3 Series Gran Turismo LCI (F34) (2016-Present),Medium Premium,Diesel,224.0,450.0,1995.0,189.9,72.0,59.4,115.0,18.4,3594.0,149.0,6.4,47.0,15.9,Antrenament
1083,BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Gasoline,156.0,250.0,1998.0,185.6,71.9,56.7,112.2,17.7,3472.0,135.0,8.8,31.4,15.6,Antrenament
1084,BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Mild Hybrid Diesel,190.0,400.0,1995.0,185.6,71.9,56.7,112.2,17.0,3461.0,146.0,6.9,42.8,10.6,Antrenament
1085,BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Gasoline,184.0,300.0,1998.0,185.6,71.9,56.7,112.2,17.7,3494.0,143.0,7.6,31.4,15.6,Antrenament
1086,BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Mild Hybrid Diesel,286.0,650.0,2993.0,185.6,71.9,56.7,112.2,17.7,4023.0,155.0,5.2,37.3,15.6,Antrenament
1087,BMW,BMW 3 Series Gran Turismo LCI (F34) (2016-Present),Medium Premium,Diesel,313.0,630.0,2993.0,189.9,72.0,59.4,115.0,18.4,3847.0,155.0,4.9,41.3,15.9,Antrenament
1088,BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Gasoline,245.0,400.0,1998.0,185.6,71.9,56.7,112.2,17.7,3660.0,155.0,6.0,29.0,15.6,Antrenament
1089,AUDI,AUDI A6 Avant (C8) (2018-Present),Medium Premium,Diesel,163.0,370.0,1968.0,194.4,83.1,58.8,115.1,20.0,3770.0,135.0,9.5,52.3,16.6,Antrenament
1090,BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Mild Hybrid Diesel,286.0,650.0,2993.0,185.6,71.9,56.7,112.2,17.0,3880.0,155.0,5.0,39.2,15.6,Antrenament
1091,BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Mild Hybrid Diesel,150.0,320.0,1995.0,185.6,71.9,56.7,112.2,17.0,3428.0,135.0,8.3,42.8,10.6,Antrenament
1092,AUDI,AUDI A6 Avant (C8) (2018-Present),Medium Premium,Gasoline,245.0,370.0,1984.0,194.4,83.1,58.8,115.1,20.0,3880.0,155.0,6.2,34.6,16.6,Antrenament
1093,BMW,BMW 3 Series Gran Turismo LCI (F34) (2016-Present),Medium Premium,Gasoline,252.0,350.0,1998.0,189.9,72.0,59.4,115.0,18.4,3715.0,155.0,6.2,35.1,15.9,Antrenament
1094,BMW,BMW 3 Series Gran Turismo LCI (F34) (2016-Present),Medium Premium,Gasoline,184.0,290.0,1998.0,189.9,72.0,59.4,115.0,18.4,3527.0,142.0,8.1,38.6,15.9,Antrenament
1095,BMW,BMW 3 Series Gran Turismo LCI (F34) (2016-Present),Medium Premium,Diesel,258.0,560.0,2993.0,189.9,72.0,59.4,115.0,18.4,3814.0,155.0,5.4,42.0,15.9,Antrenament
1096,BMW,BMW 3 Series Gran Turismo LCI (F34) (2016-Present),Medium Premium,Gasoline,184.0,290.0,1998.0,189.9,72.0,59.4,115.0,18.4,3693.0,139.0,8.4,35.6,15.9,Antrenament
1097,BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Mild Hybrid,374.0,500.0,2998.0,185.6,71.9,56.7,112.2,17.7,3957.0,155.0,4.6,26.7,15.6,Antrenament
1098,BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Mild Hybrid Diesel,286.0,650.0,2993.0,185.6,71.9,56.7,112.2,17.0,3770.0,155.0,5.3,40.6,15.6,Antrenament
1099,BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Mild Hybrid,374.0,500.0,2998.0,185.6,71.9,56.7,112.2,17.0,3803.0,155.0,4.4,27.7,15.6,Antrenament
1100,BMW,BMW 3 Series Gran Turismo LCI (F34) (2016-Present),Medium Premium,Gasoline,252.0,350.0,1998.0,189.9,72.0,59.4,115.0,18.4,3571.0,155.0,6.1,37.9,15.9,Antrenament
1101,AUDI,AUDI A6 Avant (C8) (2018-Present),Medium Premium,Diesel,204.0,400.0,1968.0,194.4,83.1,58.8,115.1,20.0,3770.0,150.0,8.3,52.3,16.6,Antrenament
1102,AUDI,AUDI S5 Sportback (2020-Present),Medium Premium,Diesel,347.0,500.0,2967.0,187.1,72.6,54.9,111.2,15.2,3957.0,155.0,4.9,37.9,15.3,Test
1103,BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Gasoline,184.0,300.0,1998.0,185.6,71.9,56.7,112.2,17.0,3483.0,143.0,7.7,30.9,15.6,Test
1104,BMW,BMW 3 Series Gran Turismo LCI (F34) (2016-Present),Medium Premium,Diesel,190.0,400.0,1995.0,189.9,72.0,59.4,115.0,18.4,3627.0,143.0,7.8,46.1,15.9,Test
1105,BMW,BMW M5 Competition (F90 LCI) (2020-Present),Medium Premium,Gasoline,625.0,750.0,4395.0,196.2,74.9,57.8,117.4,18.7,4343.0,155.0,3.3,22.2,18.0,Test
1106,BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Mild Hybrid Diesel,150.0,320.0,1995.0,185.6,71.9,56.7,112.2,17.7,3594.0,132.0,8.8,41.3,10.6,Test
1107,AUDI,AUDI A6 Avant (C8) (2018-Present),Medium Premium,Diesel,231.0,500.0,2967.0,194.4,83.1,58.8,115.1,20.0,4167.0,155.0,6.5,39.9,16.6,Test
1108,BMW,BMW 3 Series Gran Turismo LCI (F34) (2016-Present),Medium Premium,Gasoline,326.0,450.0,2998.0,189.9,72.0,59.4,115.0,18.4,3803.0,155.0,5.0,30.5,15.9,Test
1109,AUDI,AUDI A6 Avant (C8) (2018-Present),Medium Premium,Gasoline,245.0,370.0,1984.0,194.4,83.1,58.8,115.1,20.0,3759.0,155.0,7.0,34.6,16.6,Test
1110,BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Mild Hybrid Diesel,190.0,400.0,1995.0,185.6,71.9,56.7,112.2,17.7,3605.0,142.0,7.2,41.3,10.6,Test
1111,BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Hybrid Gasoline,163.0,300.0,1998.0,185.6,71.9,56.7,112.2,17.0,3902.0,140.0,7.6,130.7,10.6,Test
1112,BMW,BMW 3 Series Gran Turismo LCI (F34) (2016-Present),Medium Premium,Diesel,190.0,400.0,1995.0,189.9,72.0,59.4,115.0,18.4,3660.0,140.0,7.7,49.0,15.9,Test
1113,BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Gasoline,245.0,400.0,1998.0,185.6,71.9,56.7,112.2,17.0,3362.0,155.0,5.9,32.2,15.6,Test
1114,BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Hybrid Gasoline,163.0,300.0,1998.0,185.6,71.9,56.7,112.2,17.7,4023.0,137.0,7.9,123.8,10.6,Test
1115,LEXUS,2022 Lexus ES,Medium Premium,Hybrid Gasoline,176.0,221.0,2487.0,195.9,73.4,56.9,113.0,13.9,3682.0,112.0,8.4,44.4,13.2,Test
1116,BMW,BMW 3 Series Sedan (2022-Present),Medium Premium,Gasoline,156.0,250.0,1998.0,185.6,71.9,56.7,112.2,17.0,3307.0,139.0,8.6,32.7,15.6,Test
1117,BMW,BMW 3 Series Gran Turismo LCI (F34) (2016-Present),Medium Premium,Gasoline,184.0,290.0,1998.0,189.9,72.0,59.4,115.0,18.4,3483.0,143.0,8.0,36.8,15.9,Test
1118,BMW,BMW 3 Series Gran Turismo LCI (F34) (2016-Present),Medium Premium,Gasoline,326.0,450.0,2998.0,189.9,72.0,59.4,115.0,18.4,3660.0,155.0,5.1,32.2,15.9,Test
1119,BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Mild Hybrid Diesel,190.0,400.0,1995.0,185.6,71.9,56.7,112.2,17.7,3748.0,140.0,7.5,39.2,10.6,Test
1120,AUDI,2023 Audi RS7 Sportback,Medium Premium,Mild Hybrid,630.0,850.0,3996.0,197.2,76.8,56.1,115.4,18.9,4553.0,174.0,3.4,19.3,19.3,Test
1121,BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Mild Hybrid Diesel,286.0,650.0,2993.0,185.6,71.9,56.7,112.2,17.7,3902.0,155.0,5.5,39.2,15.6,Test
1122,BMW,BMW 3-Series Touring (2022-Present),Medium Premium,Hybrid Gasoline,184.0,300.0,1998.0,185.6,71.9,56.7,112.2,17.7,4145.0,140.0,5.9,112.0,10.6,Test
1123,AUDI,2020 Audi A4 Avant,Lower Premium,Diesel,163.0,380.0,1968.0,187.5,79.6,57.5,111.0,17.5,3560.0,139.0,8.5,56.0,15.3,Antrenament
1124,BMW,BMW 4 Series Gran Coupe (G26) (2021-Present),Lower Premium,Mild Hybrid Diesel,190.0,400.0,1995.0,188.3,72.9,56.8,112.4,16.6,4045.0,145.0,7.6,41.3,15.6,Antrenament
1125,BMW,BMW M3 Sedan (G80) (2020-Present),Lower Premium,Gasoline,480.0,550.0,2993.0,188.7,74.9,56.4,112.5,17.0,3924.0,155.0,4.2,21.8,15.6,Antrenament
1126,AUDI,2020 Audi A4 8W,Lower Premium,Diesel,231.0,500.0,2967.0,187.5,79.6,56.3,111.0,16.2,3891.0,155.0,6.0,42.8,10.6,Antrenament
1127,AUDI,2020 Audi A4 8W,Lower Premium,Mild Hybrid,150.0,270.0,1984.0,187.5,79.6,56.3,111.0,16.2,3340.0,140.0,8.9,39.2,10.6,Antrenament
1128,AUDI,2020 Audi A4 8W,Lower Premium,Diesel,163.0,380.0,1968.0,187.5,79.6,56.3,111.0,16.2,3461.0,142.0,8.2,57.4,10.6,Antrenament
1129,AUDI,2020 Audi A4 Avant,Lower Premium,Diesel,231.0,500.0,2967.0,187.5,79.6,57.5,111.0,17.5,3979.0,155.0,6.1,42.0,15.3,Antrenament
1130,AUDI,2020 Audi A4 Avant,Lower Premium,Gasoline,190.0,320.0,1984.0,187.5,79.6,57.5,111.0,17.5,3494.0,148.0,7.5,38.6,15.3,Antrenament
1131,AUDI,2020 Audi A4 Avant,Lower Premium,Diesel,190.0,400.0,1968.0,187.5,79.6,57.5,111.0,17.5,3748.0,143.0,7.6,44.4,15.3,Antrenament
1132,AUDI,2020 Audi A4 Avant,Lower Premium,Diesel,136.0,320.0,1968.0,187.5,79.6,57.5,111.0,17.5,3549.0,131.0,9.8,54.7,15.3,Antrenament
1133,VOLVO,VOLVO S60 (2018-Present),Lower Premium,Gasoline,190.0,300.0,1969.0,187.4,77.2,56.3,113.1,13.8,3697.0,137.0,7.1,33.1,15.9,Antrenament
1134,VOLVO,VOLVO S60 (2018-Present),Lower Premium,Gasoline,250.0,350.0,1969.0,187.4,77.2,56.3,113.1,13.8,3697.0,149.0,6.4,33.1,15.9,Antrenament
1135,AUDI,2020 Audi A4 8W,Lower Premium,Diesel,286.0,620.0,2967.0,187.5,79.6,56.3,111.0,16.2,3726.0,155.0,5.2,42.0,10.6,Antrenament
1136,BMW,BMW 4 Series Gran Coupe (G26) (2021-Present),Lower Premium,Gasoline,184.0,300.0,1998.0,188.3,72.9,56.8,112.4,16.6,3737.0,146.0,7.9,32.2,15.6,Antrenament
1137,AUDI,2020 Audi A4 8W,Lower Premium,Mild Hybrid,245.0,370.0,1984.0,187.5,79.6,56.3,111.0,16.2,3571.0,155.0,5.8,34.6,10.6,Antrenament
1138,BMW,BMW 4 Series Gran Coupe (G26) (2021-Present),Lower Premium,Mild Hybrid Diesel,190.0,400.0,1995.0,188.3,72.9,56.8,112.4,16.6,3924.0,146.0,7.3,43.6,15.6,Antrenament
1139,AUDI,2020 Audi A4 8W,Lower Premium,Diesel,190.0,400.0,1968.0,187.5,79.6,56.3,111.0,16.2,3660.0,146.0,7.4,44.4,10.6,Antrenament
1140,AUDI,2020 Audi A4 Avant,Lower Premium,Gasoline,150.0,270.0,1984.0,187.5,79.6,57.5,111.0,17.5,3472.0,137.0,9.2,39.2,15.3,Antrenament
1141,JAGUAR,JAGUAR XE (2019-Present),Lower Premium,Diesel,180.0,430.0,1999.0,184.2,81.7,55.7,111.6,14.5,3616.0,142.0,8.1,48.0,16.4,Antrenament
1142,AUDI,2020 Audi A4 Avant,Lower Premium,Gasoline,245.0,370.0,1984.0,187.5,79.6,57.5,111.0,17.5,3671.0,155.0,6.0,34.1,15.3,Antrenament
1143,AUDI,2020 Audi A4 8W,Lower Premium,Diesel,136.0,320.0,1968.0,187.5,79.6,56.3,111.0,16.2,3450.0,133.0,9.5,54.7,10.6,Antrenament
1144,AUDI,2020 Audi A4 8W,Lower Premium,Diesel,122.0,270.0,1968.0,187.5,79.6,56.3,111.0,16.2,3153.0,127.0,10.9,58.8,10.6,Antrenament
1145,BMW,BMW 4 Series Gran Coupe (G26) (2021-Present),Lower Premium,Mild Hybrid,374.0,500.0,2998.0,188.3,72.9,56.8,112.4,16.6,4189.0,155.0,4.7,27.7,15.6,Antrenament
1146,JAGUAR,JAGUAR XE (2019-Present),Lower Premium,Gasoline,250.0,365.0,1999.0,184.2,56.1,55.7,111.6,14.5,3552.0,155.0,6.5,34.6,16.4,Test
1147,JAGUAR,JAGUAR XE (2019-Present),Lower Premium,Gasoline,250.0,365.0,1999.0,184.2,81.7,55.7,111.6,14.5,3552.0,155.0,6.5,33.6,16.4,Test
1148,JAGUAR,JAGUAR XE (2019-Present),Lower Premium,Gasoline,300.0,400.0,1999.0,184.2,56.1,55.7,111.6,14.5,3600.0,155.0,5.7,32.2,16.4,Test
1149,BMW,BMW M3 Sedan (G80) (2020-Present),Lower Premium,Gasoline,510.0,650.0,2993.0,188.7,74.9,56.4,112.5,17.0,3979.0,155.0,3.9,23.1,15.6,Test
1150,VOLVO,VOLVO S60 (2018-Present),Lower Premium,Gasoline,310.0,400.0,1969.0,187.4,77.2,56.3,113.1,13.8,3697.0,155.0,5.5,30.9,15.9,Test
1151,AUDI,2020 Audi A4 8W,Lower Premium,Mild Hybrid,190.0,320.0,1984.0,187.5,79.6,56.3,111.0,16.2,3373.0,150.0,7.3,39.2,10.6,Test
1152,JAGUAR,JAGUAR XE (2019-Present),Lower Premium,Gasoline,300.0,400.0,1999.0,184.2,56.1,55.7,111.6,14.5,3600.0,155.0,5.9,35.1,16.4,Test
1153,JAGUAR,JAGUAR XE (2019-Present),Lower Premium,Diesel,180.0,430.0,1999.0,184.2,81.7,55.7,111.6,14.5,3142.0,138.0,8.4,45.2,16.4,Test
1154,VOLVO,VOLVO S60 (2018-Present),Lower Premium,Gasoline,250.0,350.0,1969.0,187.4,77.2,56.3,113.1,13.8,3697.0,149.0,6.5,33.1,15.9,Test
1155,BMW,BMW 4 Series Gran Coupe (G26) (2021-Present),Lower Premium,Gasoline,245.0,400.0,1998.0,188.3,72.9,56.8,112.4,16.6,3792.0,155.0,6.2,30.9,15.6,Test
1156,AUDI,2020 Audi A4 8W,Lower Premium,Gasoline,150.0,320.0,1968.0,187.5,79.6,56.3,111.0,16.2,3120.0,139.0,8.6,39.2,14.3,Test
1157,VOLVO,VOLVO S60 (2018-Present),Lower Premium,Hybrid,303.0,400.0,1969.0,187.4,77.2,56.3,113.1,13.8,3697.0,155.0,4.6,147.0,15.9,Test
1158,MERCEDES BENZ,2019 Mercedes-Benz CLA Coupe,Entry Premium,Gasoline,190.0,300.0,1991.0,184.6,78.7,56.7,107.4,16.2,3120.0,150.0,7.0,38.6,11.4,Antrenament
1159,MERCEDES BENZ,2019 Mercedes-Benz CLA Coupe,Entry Premium,Gasoline,190.0,300.0,1991.0,184.6,78.7,56.7,107.4,16.2,3241.0,147.0,7.0,36.2,13.5,Antrenament
1160,MERCEDES BENZ,2019 Mercedes-Benz CLA Coupe,Entry Premium,Gasoline,136.0,200.0,1332.0,184.6,78.7,56.7,107.4,16.2,2910.0,134.0,9.4,42.8,11.4,Antrenament
1161,BMW,BMW 2 Series Gran Coupe (F44) (2019-Present),Entry Premium,Gasoline,306.0,450.0,1998.0,178.2,70.9,55.9,105.1,15.2,3627.0,155.0,4.9,33.1,11.1,Antrenament
1162,MERCEDES BENZ,2019 Mercedes-Benz CLA Coupe,Entry Premium,Gasoline,163.0,250.0,1332.0,184.6,78.7,56.7,107.4,16.2,2998.0,142.0,8.2,40.6,11.4,Antrenament
1163,BMW,BMW 2 Series Gran Coupe (F44) (2019-Present),Entry Premium,Diesel,150.0,350.0,1995.0,178.2,70.9,55.9,105.1,15.2,3142.0,138.0,8.6,56.0,11.1,Antrenament
1164,MERCEDES BENZ,2019 Mercedes-Benz CLA Coupe,Entry Premium,Gasoline,224.0,350.0,1991.0,184.6,78.7,56.7,107.4,16.2,3120.0,155.0,6.3,38.6,13.5,Antrenament
